gender,estimated_age,color_of_scales,color_of_eyes,color_of_wings,est_body_length,shape_of_snout,shape_of_teeth,scales_present,scale_texture,body_texture,snout_length,shape_of_body,wingspan,number_of_limbs,facial_spikes,frilled,length_of_horns,shape_of_horns,shape_of_tail,loc_of_sighting,aggressiveness,flight_speed,is_venomous,breathing_fire_observed,observed_by,year_observed,species
male,adult,grey,red,grey,10.381627169107027,long,spiked,partial,rough,partially scaled,1.8393956714768698,lithe,48.56985956762603,2,no,no,long,spiny,pointed,Romania,5,47.989381070795,no,yes,TX,2009,Ukrainian Ironbelly
male,elder,grey,yellow,grey,58.38208685493672,long,spiked,partial,rough,partially scaled,4.037866583604109,lithe,60.6653368838013,2,no,no,long,spiny,pointed,Hungary,5,49.53227617613457,no,no,BR,2015,Ukrainian Ironbelly
male,adult,grey,yellow,grey,11.012645395745594,long,spiked,partial,rough,partially scaled,1.744662695094772,lithe,45.06919088420466,2,no,no,long,spiny,pointed,Ukraine,5,46.0460039384383,no,yes,FF,1984,Ukrainian Ironbelly
male,elder,grey,yellow,grey,49.44788481559546,long,spiked,partial,rough,partially scaled,4.680194160406595,lithe,85.27442502749828,2,no,no,long,spiny,pointed,Hungary,5,49.85425957106271,no,no,OK,1987,Ukrainian Ironbelly
male,elder,grey,red,grey,57.537970760710024,long,spiked,partial,rough,partially scaled,3.8017146678478326,lithe,79.70673575322292,2,no,no,long,spiny,pointed,Hungary,7,46.38267290800818,no,no,FF,1995,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.0807629645885015,long,spiked,partial,rough,partially scaled,0.8869466936479844,lithe,9.230905912605648,2,no,no,long,spiny,pointed,Ukraine,6,56.93970004173279,no,no,FF,1991,Ukrainian Ironbelly
male,adult,grey,red,grey,15.761431785506403,long,spiked,partial,rough,partially scaled,1.426997877294359,lithe,49.692761805360114,2,no,no,long,spiny,pointed,Romania,6,49.189118515225246,no,yes,SX,1997,Ukrainian Ironbelly
male,elder,grey,yellow,grey,48.27510279541245,long,spiked,partial,rough,partially scaled,4.626427905044519,lithe,87.37507990739117,2,no,no,long,spiny,pointed,Hungary,5,47.52712891593973,no,no,VM,2003,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.305788149785618,long,spiked,partial,rough,partially scaled,0.9388142280423726,lithe,9.667806793310092,2,no,no,long,spiny,pointed,Hungary,6,50.84283726857921,no,no,VM,1981,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.02758182016318,long,spiked,partial,rough,partially scaled,0.6448207735383161,lithe,8.151465416611554,2,no,no,long,spiny,pointed,Romania,7,55.371414089812156,no,no,KN,1984,Ukrainian Ironbelly
male,elder,grey,red,grey,32.309764015708666,long,spiked,partial,rough,partially scaled,4.428420220079218,lithe,77.29400953614346,2,no,no,long,spiny,pointed,Ukraine,6,49.029988098521514,no,no,OK,2019,Ukrainian Ironbelly
male,elder,grey,red,grey,32.36491981422531,long,spiked,partial,rough,partially scaled,4.875263318177435,lithe,64.85060024419897,2,no,no,long,spiny,pointed,Romania,6,49.883434033329706,no,no,NN,2023,Ukrainian Ironbelly
female,adult,grey,yellow,grey,21.35636393891154,long,spiked,partial,rough,partially scaled,2.1090169669222054,lithe,34.935129502473416,2,no,no,long,spiny,pointed,Ukraine,5,49.06255090733717,no,no,NR,1977,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.514672614690891,long,spiked,partial,rough,partially scaled,0.8492080267685937,lithe,8.345656701392627,2,no,no,long,spiny,pointed,Hungary,5,54.929845912739246,no,no,WX,2021,Ukrainian Ironbelly
female,elder,grey,red,grey,52.19161466265065,long,spiked,partial,rough,partially scaled,3.6800722574385816,lithe,93.50863273128358,2,no,no,long,spiny,pointed,Romania,7,46.94427620301808,no,no,U,2017,Ukrainian Ironbelly
female,adult,grey,yellow,grey,18.084484880410972,long,spiked,partial,rough,partially scaled,2.1989050012345137,lithe,34.397848882560716,2,no,no,long,spiny,pointed,Romania,6,46.87844256817687,no,yes,SR,1978,Ukrainian Ironbelly
female,elder,grey,yellow,grey,57.71189539430047,long,spiked,partial,rough,partially scaled,3.3733395820916035,lithe,90.57343159963547,2,no,no,long,spiny,pointed,Hungary,7,45.9458523318345,no,no,NK,1992,Ukrainian Ironbelly
female,elder,grey,yellow,grey,56.235311046039826,long,spiked,partial,rough,partially scaled,3.3014667203490027,lithe,108.6751824630158,2,no,no,long,spiny,pointed,Ukraine,7,48.50078020201124,no,no,SR,2022,Ukrainian Ironbelly
male,adult,grey,red,grey,13.714847199575653,long,spiked,partial,rough,partially scaled,1.9145986884460058,lithe,46.76694158377301,2,no,no,long,spiny,pointed,Ukraine,7,48.3189909104785,no,no,AB,1993,Ukrainian Ironbelly
female,elder,grey,yellow,grey,54.33549350844277,long,spiked,partial,rough,partially scaled,3.164837675484608,lithe,103.22152929943938,2,no,no,long,spiny,pointed,Hungary,5,45.984294225787295,no,no,VM,2019,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.632939078732206,long,spiked,partial,rough,partially scaled,0.6189014411182642,lithe,9.914880442434304,2,no,no,long,spiny,pointed,Ukraine,6,55.84088602564365,no,no,CT,1976,Ukrainian Ironbelly
male,adult,grey,red,grey,12.819224731965463,long,spiked,partial,rough,partially scaled,1.574196318112509,lithe,42.02961970412409,2,no,no,long,spiny,pointed,Romania,7,46.400476541511914,no,yes,TX,1982,Ukrainian Ironbelly
male,elder,grey,red,grey,44.166397267772616,long,spiked,partial,rough,partially scaled,4.7551794116947566,lithe,84.59650247721784,2,no,no,long,spiny,pointed,Ukraine,6,48.06984690973036,no,no,SX,2007,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.250490538255152,long,spiked,partial,rough,partially scaled,0.5600759275457555,lithe,8.489413567283512,2,no,no,long,spiny,pointed,Hungary,5,50.67139903785077,no,no,TR,1996,Ukrainian Ironbelly
female,elder,grey,red,grey,59.58559934065803,long,spiked,partial,rough,partially scaled,3.7193761296598242,lithe,86.03161457529961,2,no,no,long,spiny,pointed,Hungary,7,49.03254249420672,no,no,AB,1992,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.177944095249544,long,spiked,partial,rough,partially scaled,0.5983928624184406,lithe,8.854074539768956,2,no,no,long,spiny,pointed,Ukraine,6,52.491105212923614,no,no,OH,1992,Ukrainian Ironbelly
male,elder,grey,red,grey,42.569460088210874,long,spiked,partial,rough,partially scaled,3.47718868139055,lithe,62.87534077781882,2,no,no,long,spiny,pointed,Ukraine,7,49.59683411970707,no,no,FF,2015,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.878032702659798,long,spiked,partial,rough,partially scaled,0.7500670111299332,lithe,8.508583021698456,2,no,no,long,spiny,pointed,Hungary,7,55.138476593117886,no,no,NK,1981,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.291221681481806,long,spiked,partial,rough,partially scaled,0.9519043787119623,lithe,8.90720036214034,2,no,no,long,spiny,pointed,Ukraine,5,51.12784376497131,no,no,NR,2006,Ukrainian Ironbelly
female,elder,grey,red,grey,41.004328021898274,long,spiked,partial,rough,partially scaled,3.0110603238658444,lithe,106.77369481261906,2,no,no,long,spiny,pointed,Ukraine,7,47.85831284115174,no,no,SX,2003,Ukrainian Ironbelly
female,adult,grey,yellow,grey,16.347596945016303,long,spiked,partial,rough,partially scaled,2.182043502850486,lithe,38.60783659224564,2,no,no,long,spiny,pointed,Romania,7,48.76369587419308,no,yes,NR,2008,Ukrainian Ironbelly
female,adult,grey,yellow,grey,15.15078744887311,long,spiked,partial,rough,partially scaled,2.2375364120375587,lithe,33.68911971115817,2,no,no,long,spiny,pointed,Romania,7,45.053189992334346,no,yes,SR,2005,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.652180133538728,long,spiked,partial,rough,partially scaled,0.9292591448929985,lithe,8.041027703135176,2,no,no,long,spiny,pointed,Hungary,5,54.452290196265906,no,no,WX,2006,Ukrainian Ironbelly
male,adult,grey,red,grey,13.565424386298215,long,spiked,partial,rough,partially scaled,1.6295608058094466,lithe,48.79187637037576,2,no,no,long,spiny,pointed,Romania,6,48.276461480852234,no,yes,OK,2016,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.301224041605276,long,spiked,partial,rough,partially scaled,0.7563281070981052,lithe,9.117040277584449,2,no,no,long,spiny,pointed,Ukraine,7,58.20663566470064,no,no,TX,1978,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.8043060458371425,long,spiked,partial,rough,partially scaled,0.8000124262146746,lithe,9.246699891538828,2,no,no,long,spiny,pointed,Romania,7,55.49182961087,no,no,NN,2009,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.016303259560303,long,spiked,partial,rough,partially scaled,0.8969197118676029,lithe,8.390175525038835,2,no,no,long,spiny,pointed,Hungary,6,59.6024346479212,no,no,SR,2022,Ukrainian Ironbelly
male,adult,grey,red,grey,15.636315504154485,long,spiked,partial,rough,partially scaled,1.3593021583705007,lithe,48.095205481484115,2,no,no,long,spiny,pointed,Hungary,5,45.951281459342546,no,no,VM,1988,Ukrainian Ironbelly
female,adult,grey,yellow,grey,18.031369621544634,long,spiked,partial,rough,partially scaled,2.7386410220901807,lithe,41.0981779442225,2,no,no,long,spiny,pointed,Romania,6,47.075921042136194,no,yes,U,2002,Ukrainian Ironbelly
female,adult,grey,red,grey,22.709031739487692,long,spiked,partial,rough,partially scaled,2.339541771032573,lithe,38.878772949874566,2,no,no,long,spiny,pointed,Romania,5,47.75902816489866,no,yes,CT,2010,Ukrainian Ironbelly
male,elder,grey,yellow,grey,47.226112780466146,long,spiked,partial,rough,partially scaled,3.1897101466371414,lithe,97.77744022260863,2,no,no,long,spiny,pointed,Romania,5,45.403531361838006,no,no,OH,1993,Ukrainian Ironbelly
female,elder,grey,red,grey,50.371879291142044,long,spiked,partial,rough,partially scaled,3.221626079874408,lithe,107.25167290150333,2,no,no,long,spiny,pointed,Ukraine,6,48.278617440389496,no,no,TR,1976,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.896665157925761,long,spiked,partial,rough,partially scaled,0.8526406938636084,lithe,8.46933638980606,2,no,no,long,spiny,pointed,Hungary,7,53.298115709055324,no,no,FF,1986,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.070027911452042,long,spiked,partial,rough,partially scaled,0.6296663110121609,lithe,9.993898718047019,2,no,no,long,spiny,pointed,Romania,7,58.170649511051245,no,no,AB,2007,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.230162262613496,long,spiked,partial,rough,partially scaled,0.7050823511967099,lithe,8.041289438278586,2,no,no,long,spiny,pointed,Ukraine,7,55.16404958322615,no,no,NK,2012,Ukrainian Ironbelly
female,elder,grey,red,grey,46.286620102639404,long,spiked,partial,rough,partially scaled,3.6284653482314537,lithe,107.78847895824012,2,no,no,long,spiny,pointed,Ukraine,7,47.501608788247054,no,no,CT,1992,Ukrainian Ironbelly
female,elder,grey,red,grey,46.117703570931255,long,spiked,partial,rough,partially scaled,3.1050208258458785,lithe,103.33034857582443,2,no,no,long,spiny,pointed,Hungary,5,46.62206229998518,no,no,BB,1992,Ukrainian Ironbelly
female,adult,grey,red,grey,22.989473005102994,long,spiked,partial,rough,partially scaled,2.2981687437358365,lithe,49.92842360383897,2,no,no,long,spiny,pointed,Hungary,5,46.992069191717775,no,yes,U,2014,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.646582213821055,long,spiked,partial,rough,partially scaled,0.86027652162989,lithe,9.34082029954543,2,no,no,long,spiny,pointed,Romania,7,53.54915602110574,no,no,BB,2013,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.994158003029199,long,spiked,partial,rough,partially scaled,0.8733602904756179,lithe,9.994200438244258,2,no,no,long,spiny,pointed,Hungary,7,59.35777732275755,no,no,WX,1977,Ukrainian Ironbelly
male,elder,grey,red,grey,38.03182281269128,long,spiked,partial,rough,partially scaled,4.387406771740928,lithe,93.57873815733201,2,no,no,long,spiny,pointed,Romania,6,48.52889729548494,no,no,DR,2002,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.694684708340737,long,spiked,partial,rough,partially scaled,0.6608840901827375,lithe,9.946361484262287,2,no,no,long,spiny,pointed,Romania,5,54.65531037442967,no,no,VM,1996,Ukrainian Ironbelly
female,elder,grey,yellow,grey,49.50086475351111,long,spiked,partial,rough,partially scaled,3.732655330166466,lithe,97.69810491939896,2,no,no,long,spiny,pointed,Romania,5,49.72759201452844,no,no,OH,2022,Ukrainian Ironbelly
female,adult,grey,yellow,grey,18.18767277344781,long,spiked,partial,rough,partially scaled,2.248177699289868,lithe,42.28084478941533,2,no,no,long,spiny,pointed,Ukraine,5,46.918153186394434,no,no,KN,2023,Ukrainian Ironbelly
male,adult,grey,red,grey,16.273538331569483,long,spiked,partial,rough,partially scaled,1.8661582187423926,lithe,49.3186766992771,2,no,no,long,spiny,pointed,Romania,7,46.54309605190776,no,yes,AB,1984,Ukrainian Ironbelly
male,adult,grey,yellow,grey,15.450395862739082,long,spiked,partial,rough,partially scaled,1.784038095022272,lithe,42.7954780449401,2,no,no,long,spiny,pointed,Hungary,5,48.015161685912126,no,yes,SX,1975,Ukrainian Ironbelly
female,adult,grey,red,grey,19.27122602769355,long,spiked,partial,rough,partially scaled,2.521357562647191,lithe,43.18761451682438,2,no,no,long,spiny,pointed,Ukraine,6,48.40998272668039,no,no,SX,2009,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.362409464816083,long,spiked,partial,rough,partially scaled,0.8996918859971624,lithe,9.12506709816938,2,no,no,long,spiny,pointed,Hungary,6,51.39170627854495,no,no,VM,1980,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.153135606643663,long,spiked,partial,rough,partially scaled,0.6248368587725892,lithe,8.414102292526946,2,no,no,long,spiny,pointed,Hungary,7,57.659115792160954,no,no,NR,1975,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.162539352656184,long,spiked,partial,rough,partially scaled,0.5628116209917706,lithe,8.696244243161862,2,no,no,long,spiny,pointed,Ukraine,7,54.05270648157391,no,no,NN,1994,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.451987757653324,long,spiked,partial,rough,partially scaled,0.5271127610310165,lithe,8.359230719863952,2,no,no,long,spiny,pointed,Hungary,5,57.0810706223411,no,no,BB,1987,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.385496799960801,long,spiked,partial,rough,partially scaled,0.5583920726578191,lithe,9.403322694700842,2,no,no,long,spiny,pointed,Hungary,6,57.881750397810706,no,no,WX,2014,Ukrainian Ironbelly
female,adult,grey,yellow,grey,19.853268114816984,long,spiked,partial,rough,partially scaled,2.034978992163267,lithe,42.71921281381185,2,no,no,long,spiny,pointed,Romania,6,46.261336029290526,no,yes,CT,2020,Ukrainian Ironbelly
female,adult,grey,red,grey,16.697465989018237,long,spiked,partial,rough,partially scaled,2.5452901672039303,lithe,31.917548126247862,2,no,no,long,spiny,pointed,Hungary,6,47.93464576503875,no,yes,OH,1979,Ukrainian Ironbelly
male,adult,grey,red,grey,11.015070181596382,long,spiked,partial,rough,partially scaled,1.094012549036135,lithe,45.53790958931923,2,no,no,long,spiny,pointed,Ukraine,7,46.306735400795034,no,yes,TR,1995,Ukrainian Ironbelly
male,adult,grey,red,grey,16.5148346313852,long,spiked,partial,rough,partially scaled,1.7172709135350832,lithe,48.38952236083553,2,no,no,long,spiny,pointed,Romania,6,47.23535448831909,no,no,NN,2018,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.82773467733669,long,spiked,partial,rough,partially scaled,0.5030725702183959,lithe,8.66417508965318,2,no,no,long,spiny,pointed,Ukraine,6,55.79370185248305,no,no,DR,1986,Ukrainian Ironbelly
male,adult,grey,red,grey,19.416128065899446,long,spiked,partial,rough,partially scaled,1.3350250498593224,lithe,44.095450291876524,2,no,no,long,spiny,pointed,Hungary,5,46.42417581410709,no,yes,WX,1978,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.240606289686533,long,spiked,partial,rough,partially scaled,0.5231221447868785,lithe,8.109528298771751,2,no,no,long,spiny,pointed,Hungary,7,51.4510231844187,no,no,TR,1993,Ukrainian Ironbelly
female,elder,grey,yellow,grey,57.64405480996804,long,spiked,partial,rough,partially scaled,3.0366650221825116,lithe,105.44907970060105,2,no,no,long,spiny,pointed,Romania,6,45.08320760673277,no,no,SR,2012,Ukrainian Ironbelly
male,adult,grey,red,grey,11.197594245427766,long,spiked,partial,rough,partially scaled,1.5711607303173452,lithe,41.0843125224952,2,no,no,long,spiny,pointed,Hungary,7,45.64506088929252,no,yes,TX,2012,Ukrainian Ironbelly
female,adult,grey,red,grey,24.67848108041614,long,spiked,partial,rough,partially scaled,2.1850276114995966,lithe,49.18897061948621,2,no,no,long,spiny,pointed,Ukraine,7,45.58333978606482,no,yes,KN,1977,Ukrainian Ironbelly
male,adult,grey,red,grey,16.197696452779308,long,spiked,partial,rough,partially scaled,1.6142841669776147,lithe,44.637731417306966,2,no,no,long,spiny,pointed,Romania,5,49.7252191788731,no,no,AB,1998,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.246521488893262,long,spiked,partial,rough,partially scaled,0.9241445584184868,lithe,9.155843824912532,2,no,no,long,spiny,pointed,Romania,6,53.806150780149736,no,no,KN,1983,Ukrainian Ironbelly
male,adult,grey,yellow,grey,12.718899010350652,long,spiked,partial,rough,partially scaled,1.178530892719242,lithe,48.6006729832846,2,no,no,long,spiny,pointed,Ukraine,6,49.687375842530535,no,yes,SR,1994,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.356467983523764,long,spiked,partial,rough,partially scaled,0.8977943251321778,lithe,9.122078982849434,2,no,no,long,spiny,pointed,Ukraine,6,59.529311900297316,no,no,LM,2010,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.773155048649537,long,spiked,partial,rough,partially scaled,0.9180934659546455,lithe,9.272510075671681,2,no,no,long,spiny,pointed,Hungary,5,53.47523857199983,no,no,U,2001,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.498051987474411,long,spiked,partial,rough,partially scaled,0.6193843787326239,lithe,9.130186501072243,2,no,no,long,spiny,pointed,Ukraine,7,54.62671817219603,no,no,VM,2023,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.938962732065626,long,spiked,partial,rough,partially scaled,0.6474285993743794,lithe,8.297909407408095,2,no,no,long,spiny,pointed,Ukraine,6,53.336585339631895,no,no,FF,2008,Ukrainian Ironbelly
male,elder,grey,yellow,grey,32.43326572455907,long,spiked,partial,rough,partially scaled,3.5294946419898543,lithe,81.18690702160167,2,no,no,long,spiny,pointed,Romania,6,48.47971984085032,no,no,NN,1992,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.938429213914616,long,spiked,partial,rough,partially scaled,0.6359607380413658,lithe,9.787473283831794,2,no,no,long,spiny,pointed,Hungary,7,56.543312583154595,no,no,BB,1999,Ukrainian Ironbelly
male,adult,grey,red,grey,13.209345227534445,long,spiked,partial,rough,partially scaled,1.5907246957515035,lithe,49.328577864461806,2,no,no,long,spiny,pointed,Ukraine,7,45.35087713944359,no,yes,WX,1980,Ukrainian Ironbelly
male,elder,grey,red,grey,59.75274302370818,long,spiked,partial,rough,partially scaled,3.555654208352626,lithe,89.21145717647903,2,no,no,long,spiny,pointed,Ukraine,5,46.01500189660571,no,no,BR,2016,Ukrainian Ironbelly
male,elder,grey,yellow,grey,53.9189073831724,long,spiked,partial,rough,partially scaled,3.7496013514358406,lithe,94.67260741589277,2,no,no,long,spiny,pointed,Romania,5,49.774028451773134,no,no,TR,1981,Ukrainian Ironbelly
female,elder,grey,yellow,grey,54.587442291121064,long,spiked,partial,rough,partially scaled,3.5153222187563564,lithe,92.08009980768307,2,no,no,long,spiny,pointed,Ukraine,6,49.988139779387005,no,no,VM,2015,Ukrainian Ironbelly
female,adult,grey,yellow,grey,19.613530865696866,long,spiked,partial,rough,partially scaled,2.2727079306058964,lithe,31.253993571068598,2,no,no,long,spiny,pointed,Hungary,6,46.5259552972119,no,no,DR,2019,Ukrainian Ironbelly
female,adult,grey,red,grey,19.321456956820704,long,spiked,partial,rough,partially scaled,2.0311108654618106,lithe,44.89108723978728,2,no,no,long,spiny,pointed,Romania,6,47.27479886543034,no,yes,NR,1980,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.0930007515356035,long,spiked,partial,rough,partially scaled,0.9999066195778702,lithe,9.235492529746727,2,no,no,long,spiny,pointed,Romania,5,58.99890418582233,no,no,OH,1991,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.31340378797231,long,spiked,partial,rough,partially scaled,0.7603511678719437,lithe,8.671786592069116,2,no,no,long,spiny,pointed,Ukraine,7,55.418059072086905,no,no,NK,2018,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.657453523001696,long,spiked,partial,rough,partially scaled,0.5105726105585521,lithe,9.972079773058562,2,no,no,long,spiny,pointed,Romania,7,51.45304786424381,no,no,BB,1978,Ukrainian Ironbelly
female,elder,grey,yellow,grey,63.643835533703744,long,spiked,partial,rough,partially scaled,3.3754887416728416,lithe,99.97964467965761,2,no,no,long,spiny,pointed,Hungary,7,48.87309058910033,no,no,CT,1990,Ukrainian Ironbelly
male,elder,grey,red,grey,57.80926533373676,long,spiked,partial,rough,partially scaled,4.431815779573233,lithe,91.76811885895964,2,no,no,long,spiny,pointed,Romania,6,46.446351919751926,no,no,NN,1975,Ukrainian Ironbelly
male,elder,grey,yellow,grey,37.26114792432421,long,spiked,partial,rough,partially scaled,3.170707954840152,lithe,73.95037986911733,2,no,no,long,spiny,pointed,Hungary,6,45.51737363119337,no,no,CT,1997,Ukrainian Ironbelly
male,elder,grey,red,grey,34.298992428774994,long,spiked,partial,rough,partially scaled,4.5832646620244315,lithe,65.51145440843688,2,no,no,long,spiny,pointed,Ukraine,5,49.84925328385247,no,no,SX,2022,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.753713417693838,long,spiked,partial,rough,partially scaled,0.5502404910492498,lithe,9.295631475489452,2,no,no,long,spiny,pointed,Ukraine,7,54.53189269240763,no,no,NN,2013,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.501198487657549,long,spiked,partial,rough,partially scaled,0.6698555579028014,lithe,9.170293567698934,2,no,no,long,spiny,pointed,Ukraine,5,58.4601363572779,no,no,OH,1992,Ukrainian Ironbelly
female,elder,grey,red,grey,45.68702208399132,long,spiked,partial,rough,partially scaled,3.6133287317960807,lithe,109.9301290712021,2,no,no,long,spiny,pointed,Romania,6,48.645351390441384,no,no,NN,2022,Ukrainian Ironbelly
female,adult,grey,red,grey,17.822133905233887,long,spiked,partial,rough,partially scaled,2.2736296333640578,lithe,32.961669259262784,2,no,no,long,spiny,pointed,Ukraine,6,46.559137395946095,no,yes,NN,1989,Ukrainian Ironbelly
female,adult,grey,yellow,grey,24.40674680130207,long,spiked,partial,rough,partially scaled,2.405193063619068,lithe,40.28648706220811,2,no,no,long,spiny,pointed,Hungary,5,45.42739290273797,no,no,AB,1976,Ukrainian Ironbelly
female,adult,grey,yellow,grey,15.212868836270815,long,spiked,partial,rough,partially scaled,2.3518264974948973,lithe,48.30696663010215,2,no,no,long,spiny,pointed,Hungary,7,47.83182928523354,no,no,NN,1981,Ukrainian Ironbelly
female,elder,grey,yellow,grey,61.884343830530824,long,spiked,partial,rough,partially scaled,3.5021498584367126,lithe,99.86518716437902,2,no,no,long,spiny,pointed,Hungary,7,46.50948652792338,no,no,NN,2014,Ukrainian Ironbelly
female,adult,grey,yellow,grey,24.62849521950036,long,spiked,partial,rough,partially scaled,2.087777436613359,lithe,33.19469857038722,2,no,no,long,spiny,pointed,Hungary,7,45.02315032629188,no,no,SX,2004,Ukrainian Ironbelly
male,elder,grey,red,grey,36.15205200088,long,spiked,partial,rough,partially scaled,4.343360514770826,lithe,66.22237498294778,2,no,no,long,spiny,pointed,Romania,7,48.99784427804561,no,no,BR,1993,Ukrainian Ironbelly
female,elder,grey,yellow,grey,51.07749354796219,long,spiked,partial,rough,partially scaled,3.7717393043389076,lithe,98.26200030022801,2,no,no,long,spiny,pointed,Ukraine,6,46.17608587823374,no,no,SX,1976,Ukrainian Ironbelly
male,elder,grey,red,grey,54.222430281311716,long,spiked,partial,rough,partially scaled,4.971915761846583,lithe,68.30303859796776,2,no,no,long,spiny,pointed,Ukraine,6,49.76385565095319,no,no,SX,1978,Ukrainian Ironbelly
male,elder,grey,red,grey,44.15319520318579,long,spiked,partial,rough,partially scaled,4.020725223123562,lithe,75.30019393235368,2,no,no,long,spiny,pointed,Romania,7,45.02012232421683,no,no,OK,1980,Ukrainian Ironbelly
male,adult,grey,red,grey,11.124699942674164,long,spiked,partial,rough,partially scaled,1.509488242802167,lithe,45.65870423481429,2,no,no,long,spiny,pointed,Ukraine,6,48.30744127398112,no,no,TX,1980,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.002618433698684,long,spiked,partial,rough,partially scaled,0.6692942354507732,lithe,9.783211856324897,2,no,no,long,spiny,pointed,Romania,7,51.36696707267197,no,no,KN,1995,Ukrainian Ironbelly
female,adult,grey,yellow,grey,21.816333312454702,long,spiked,partial,rough,partially scaled,2.01652746581606,lithe,38.86331315006377,2,no,no,long,spiny,pointed,Hungary,7,48.813989769415755,no,yes,FF,2017,Ukrainian Ironbelly
male,elder,grey,red,grey,34.470380501421864,long,spiked,partial,rough,partially scaled,3.564276331707448,lithe,76.42903016331768,2,no,no,long,spiny,pointed,Romania,6,45.75371415496332,no,no,BB,2018,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.8496131349651925,long,spiked,partial,rough,partially scaled,0.6256372684614987,lithe,9.21530633771335,2,no,no,long,spiny,pointed,Hungary,7,59.72186650926172,no,no,BB,2008,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.11855742390287,long,spiked,partial,rough,partially scaled,0.9170126387762803,lithe,8.27115513731564,2,no,no,long,spiny,pointed,Ukraine,7,53.657553879882926,no,no,KN,1989,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.604472548956613,long,spiked,partial,rough,partially scaled,0.5041571811607346,lithe,9.2717072136326,2,no,no,long,spiny,pointed,Romania,7,57.49285756562077,no,no,LM,1998,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.60167242363167,long,spiked,partial,rough,partially scaled,0.7847032772341063,lithe,8.13091118128991,2,no,no,long,spiny,pointed,Ukraine,7,59.5364939995692,no,no,NR,2017,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.5681965640005595,long,spiked,partial,rough,partially scaled,0.8010483277145342,lithe,8.310556460539573,2,no,no,long,spiny,pointed,Ukraine,5,59.961530589686916,no,no,KN,1989,Ukrainian Ironbelly
female,adult,grey,yellow,grey,17.60018506352988,long,spiked,partial,rough,partially scaled,2.872214361738684,lithe,30.851242813783482,2,no,no,long,spiny,pointed,Hungary,7,45.391973375354965,no,no,FF,1979,Ukrainian Ironbelly
male,adult,grey,yellow,grey,13.998503324352868,long,spiked,partial,rough,partially scaled,1.325712066923682,lithe,43.90132427241287,2,no,no,long,spiny,pointed,Ukraine,6,48.33371452833707,no,yes,KN,2004,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.474169192619212,long,spiked,partial,rough,partially scaled,0.7723645888683002,lithe,9.619744389726714,2,no,no,long,spiny,pointed,Hungary,5,55.07804199093967,no,no,VM,2018,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.6430406125749615,long,spiked,partial,rough,partially scaled,0.5724991259994014,lithe,8.885767511007465,2,no,no,long,spiny,pointed,Hungary,6,54.27028542507968,no,no,DR,1975,Ukrainian Ironbelly
